place,state,country,all_minimums_repealed,status,policy_change,scope,land_uses,reform_date,population,lat,long,url,reporter,summary
Waxhaw,NC,United States,FALSE,implemented,"reduce parking minimums,remove parking minimums",city center / business district,all uses,,20534,34.9248125,-80.7440174,https://parkingreform.org/mandates-map/city_detail/Waxhaw_NC.html,Samuel Deetz,Developments in the NC Neighborhood Center District may reduce parking minimums by 50%. Infill development in the MS Main Street District and TC Town Center District is not required to provide parking. Up to 10% of parking requirements in all districts may be met by motorcycle and Low-Speed Vehicle parking.
Wayland,IA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,964,41.1472063,-91.6608311,https://parkingreform.org/mandates-map/city_detail/Wayland_IA.html,Samuel Deetz,The C-1 Central Business District is exempt from minimum parking requirements.
Wayne,MI,United States,FALSE,implemented,"add parking maximums,reduce parking minimums",citywide,"commercial,industrial",,17713,42.2682408,-83.2844172,https://parkingreform.org/mandates-map/city_detail/Wayne_MI.html,Samuel Deetz,"Businesses may use public parking lots to count towards their required parking when adjacent to their site. Parking maximums are set at 130% of the minimums except for one- or two-family dwelling units or for the approved storage of vehicles for auto repair, sales, and storage and distribution."
Wayne,NE,United States,FALSE,implemented,remove parking minimums,city center / business district,commercial,,5973,42.2303215,-97.0178768,https://parkingreform.org/mandates-map/city_detail/Wayne_NE.html,Samuel Deetz,Non-residential uses in the B-2 Central Business District are exempt from parking and loading requirements.
Waynesburg,PA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,3987,39.8964641,-80.1792299,https://parkingreform.org/mandates-map/city_detail/Waynesburg_PA.html,Samuel Deetz,"There are no minimum parking requirements for the properties located within the downtown parking overlay district, which is delineated on the Waynesburg Borough Official Zoning Map."
Waynesville,MO,United States,FALSE,implemented,remove parking minimums,city center / business district,commercial,,5406,37.8141419,-92.2266876,https://parkingreform.org/mandates-map/city_detail/Waynesville_MO.html,Samuel Deetz,"The off-street parking and loading requirements do not apply to non-residential uses located in the downtown area of the City of Waynesville. The downtown area is defined as the area on the Zoning Map in the C Commercial Zoned District contiguous to and east of the Roubidoux Creek, generally lying in the downtown area. "
Waynesville,OH,United States,FALSE,implemented,reduce parking minimums,city center / business district,all uses,,2669,39.5297824,-84.086601,https://parkingreform.org/mandates-map/city_detail/Waynesville_OH.html,Samuel Deetz,Parking requirements are reduced within the Limited Commercial Overlay District (LC). A fee-in-lieu of the required spaces may be paid to the village.
Weatherford,OK,United States,FALSE,implemented,remove parking minimums,main street / special,all uses,,12076,35.5261633,-98.7075744,https://parkingreform.org/mandates-map/city_detail/Weatherford_OK.html,Samuel Deetz,The erection or expansion of any principal building or secondary structure facing Main Street from Eighth Street to State Street is exempt from minimum parking requirements.
Weatherford,TX,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,33547,32.7589648,-97.7970748,https://parkingreform.org/mandates-map/city_detail/Weatherford_TX.html,Tim Lehrbach,"Weatherford eliminated minimum parking requirements in the Central Business District in 2010. In 2020, Weatherford reduced minimum parking requirements for the majority of non-residential uses and eliminated minimum parking requirements for non-residential uses in a new downtown-adjacent, mixed-use CN Central Neighborhood district."
Webberville,MI,United States,FALSE,implemented,add parking maximums,citywide,all uses,,1288,42.6668257,-84.174432,https://parkingreform.org/mandates-map/city_detail/Webberville_MI.html,Samuel Deetz,The maximum number of parking spaces permitted is 1.5 times the minimum.
Webster City,IA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,7825,42.4695666,-93.8183858,https://parkingreform.org/mandates-map/city_detail/WebsterCity_IA.html,Samuel Deetz,The C-2 Central Business District is exempt from minimum parking requirements.
Webster Groves,MO,United States,FALSE,implemented,add parking maximums,citywide,all uses,,24010,38.592339,-90.3564329,https://parkingreform.org/mandates-map/city_detail/WebsterGroves_MO.html,Samuel Deetz,"The maximum number of off-street parking spaces allowed for permitted and conditional multiple family residential, commercial, industrial and institutional uses is no more than 120% of the minimum parking requirements."
Welcome,MN,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,710,43.6671139,-94.6187863,https://parkingreform.org/mandates-map/city_detail/Welcome_MN.html,Samuel Deetz,The CBD Central Business District is exempt from parking mandates.
Wellington,CO,United States,FALSE,implemented,reduce parking minimums,"city center / business district,main street / special","all uses,residential, all uses",,11047,40.7038712,-105.008585,https://parkingreform.org/mandates-map/city_detail/Wellington_CO.html,Samuel Deetz,"In residential districts, on-street parking may count towards the required minimum parking for a dwelling. Parking requirements are reduced 20% within downtown."
Wellington,KS,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,7715,37.2675076,-97.3999395,https://parkingreform.org/mandates-map/city_detail/Wellington_KS.html,Samuel Deetz,The C-3 central business district is exempt from minimum parking requirements.
Wellington,OH,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,4799,41.1689421,-82.2179354,https://parkingreform.org/mandates-map/city_detail/Wellington_OH.html,Samuel Deetz,Off-street parking is not required in the CB-1 Central Business District.
Wells,MN,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,2410,43.744063,-93.725614,https://parkingreform.org/mandates-map/city_detail/Wells_MN.html,Samuel Deetz,Off-street parking requirements do not apply to the C-1 Central Business District Zone.
Wellsboro,PA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,2018-06-04,3472,41.7486838,-77.3005305,https://parkingreform.org/mandates-map/city_detail/Wellsboro_PA.html,Samuel Deetz,The Central Business District is exempt from parking mandates.
Wellston,OH,United States,FALSE,implemented,reduce parking minimums,city center / business district,"commercial,other",,5412,39.1234054,-82.5329377,https://parkingreform.org/mandates-map/city_detail/Wellston_OH.html,Samuel Deetz,"Nonresidential uses within the DE Downtown Enterprise District must provide only 25% of the required spaces, provided that sufficient off-street spaces are provided for all employees of the establishment."
Welsh,LA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,3333,30.2368977,-92.8221303,https://parkingreform.org/mandates-map/city_detail/Welsh_LA.html,Samuel Deetz,The Central Historic Business District is exempt from parking mandates.
West Allis,WI,United States,TRUE,implemented,"add parking maximums,remove parking minimums",citywide,all uses,2022-05-03,59861,43.0166806,-88.0070315,https://parkingreform.org/mandates-map/city_detail/WestAllis_WI.html,Zac Roder,"West Allis, WI has no minimum requirements and citywide parking maximums."
West Baton Rouge Parish,LA,United States,FALSE,implemented,reduce parking minimums,main street / special,all uses,,27199,30.4514623,-91.3261882,https://parkingreform.org/mandates-map/city_detail/WestBatonRougeParish_LA.html,Samuel Deetz,Adjacent on-street parking may apply toward parking requirements in the TND Traditional Neighborhood Development District.
West Bend,IA,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,791,42.9577623,-94.4450174,https://parkingreform.org/mandates-map/city_detail/WestBend_IA.html,Samuel Deetz,The BC Central Business Commercial District is exempt from minimum parking requirements.
West Bend,WI,United States,FALSE,implemented,remove parking minimums,city center / business district,all uses,,31752,43.4252776,-88.1834277,https://parkingreform.org/mandates-map/city_detail/WestBend_WI.html,Samuel Deetz,Uses in the B-2 Central Business District are exempt from minimum parking requirements.
West Branch,MI,United States,FALSE,implemented,"add parking maximums,reduce parking minimums,remove parking minimums",main street / special,all uses,,2351,44.276408,-84.238613,https://parkingreform.org/mandates-map/city_detail/WestBranch_MI.html,Samuel Deetz,"Lots within the CBD Central Business District fronting Houghton Avenue are exempt from providing off-street parking. In parking lots with 25 or more parking spaces, bicycle parking spaces may be substituted for automobile parking spaces. Parking maximums are set at 120% of the minimums."
